R=500  K=20  area_points=1600  ESS_threshold=0.75  M_prop=20  statistic=C_post=|D(X_s_k^+)|
N k algorithm success collapse mean_true_paired mean_PF bias abs_bias paired_MCSE
2000 17 A5_empirical_optimal 500 0 26.928625 29.806912 2.878287 2.878287 0.396614
2000 18 A5_empirical_optimal 500 0 27.101375 30.415792 3.314417 3.314417 0.405095
2000 19 A5_empirical_optimal 500 0 27.658250 31.262468 3.604218 3.604218 0.402905
2000 20 A5_empirical_optimal 500 0 28.010875 31.949190 3.938315 3.938315 0.403336
4000 1 A3_local 500 0 7.563125 7.683155 0.120030 0.120030 0.325727
4000 2 A3_local 500 0 10.475375 11.419080 0.943705 0.943705 0.352782
4000 3 A3_local 500 0 12.311500 14.044745 1.733245 1.733245 0.381065
4000 4 A3_local 500 0 14.357875 16.744251 2.386376 2.386376 0.427042
4000 5 A3_local 500 0 15.900750 18.904312 3.003562 3.003562 0.451775
4000 6 A3_local 500 0 17.101750 20.770435 3.668685 3.668685 0.459219
4000 7 A3_local 500 0 18.496875 22.420024 3.923149 3.923149 0.477576
4000 8 A3_local 500 0 19.784125 24.109591 4.325466 4.325466 0.478726
4000 9 A3_local 500 0 20.678125 25.239536 4.561411 4.561411 0.487274
4000 10 A3_local 500 0 21.331000 26.380182 5.049182 5.049182 0.479047
4000 11 A3_local 500 0 22.292000 27.791480 5.499480 5.499480 0.492706
4000 12 A3_local 500 0 23.043625 28.927965 5.884340 5.884340 0.500927
4000 13 A3_local 500 0 24.003875 29.984943 5.981068 5.981068 0.498320
4000 14 A3_local 500 0 24.845750 30.978642 6.132892 6.132892 0.498222
4000 15 A3_local 500 0 25.560625 31.967732 6.407107 6.407107 0.504148
4000 16 A3_local 500 0 26.362875 33.034624 6.671749 6.671749 0.521213
4000 17 A3_local 500 0 26.928625 33.813658 6.885033 6.885033 0.522739
4000 18 A3_local 500 0 27.101375 34.672121 7.570746 7.570746 0.520672
4000 19 A3_local 500 0 27.658250 35.394642 7.736392 7.736392 0.533656
4000 20 A3_local 500 0 28.010875 36.254308 8.243433 8.243433 0.521886
4000 1 A4_full 499 1 7.575025 7.413357 -0.161668 0.161668 0.276322
4000 2 A4_full 499 1 10.475075 10.710825 0.235750 0.235750 0.281157
4000 3 A4_full 499 1 12.288201 13.211356 0.923155 0.923155 0.291247
4000 4 A4_full 499 1 14.340681 15.133230 0.792548 0.792548 0.340327
4000 5 A4_full 499 1 15.883768 16.693855 0.810088 0.810088 0.345111
4000 6 A4_full 499 1 17.089178 18.356515 1.267337 1.267337 0.345191
4000 7 A4_full 499 1 18.484594 19.824424 1.339830 1.339830 0.355229
4000 8 A4_full 499 1 19.775175 21.014035 1.238860 1.238860 0.374008
4000 9 A4_full 499 1 20.677730 22.202335 1.524604 1.524604 0.375252
4000 10 A4_full 499 1 21.321769 23.492427 2.170658 2.170658 0.385182
4000 11 A4_full 499 1 22.284945 24.526266 2.241322 2.241322 0.382455
4000 12 A4_full 499 1 23.039329 25.408140 2.368811 2.368811 0.379884
4000 13 A4_full 499 1 24.001754 26.236269 2.234516 2.234516 0.406440
4000 14 A4_full 499 1 24.846693 27.265731 2.419037 2.419037 0.408273
4000 15 A4_full 499 1 25.563878 28.113927 2.550050 2.550050 0.409715
4000 16 A4_full 499 1 26.362475 29.107195 2.744720 2.744720 0.431756
